Text,Summary,Score
"Love these crackers.  They're very satisfying without being too salty or sweet.  Unfortunately a large number of crackers were broken in each package.  Based on the packaging.......crackers in a row in light cardstock box wrapped in cellophane.....it's probably not possible to ship without alot of breakage. For this reason, I probably won't order this item online again.",Love these crackers.......but.....,3
Very nice product and Very fast delivery,Nan,3
"recently purchased these for lunch at work.  On the plus side it is very convenient to use.  The plastic top has squeeze-to-release tabs on the side that makes it easy to remove without spilling.  Unfortunately, although spicy, the overall taste is blander than I expected.  The sausage and chicken bits are not very flavorful.",a bit disappointed,3
Heavy Weight,Nan,3
I tried the BBQ first and was pleasantly surprised.<br /><br />I have always had a weakness for Sour Cream & Onion so figured it would be heaven in the popchips calorie sized bags..<br /><br />And it arrived and just didn't have the same 'tang' as most SC&O flavors do.,Not as good as BBQ,3
Product colour and fabric is good .but it is small in size.except size I like it,Good,3
Quality is good but .. items are small,Good,3
"This energy drink has a pretty tasty berry flavor. Personally, while I love energy drinks, I don't generally drink the ones with sugar. My personal favorite is Monster Absolute Zero. This No Fear drink has about 66 grams of sugar in one 16 ounce can. I can't justify drinking that on anything approaching a regular basis no matter how much I like the taste. If I see a sugar-free No Fear, I will try it. For me, my choice will continue to be Monster Absolute Zero or diet Rockstar. If you don't mind the crazy amount of sugar and you like berry-flavored drinks, than this No Fear is a good choice.",Good taste,3
Good Useful item,Good,3
"Raise to wake not working properly, and look wise its awesome, sensor not good,. Its shows heart rate and o2 of any good also.",Does the job,3
First let me say my cats ate this and loved it. Taste and quality are not an issue.<br />I only gave it 3 stars due to price and packaging.<br />When I opened it the tuna ooze/juice was already past the ziplock type seal.<br />I wasn't going to try to reseal it and clean the juice around the seal. I imagined that this was going to turn into a smelly mess and<br />decided to give it all to my beasts. They ate it all. The packaging really need to have the kinks worked out.<br />The price is unbelievable. The package contains 3 slices of tuna for a total of 4.1 ounces. That's $2-$3 a slice. $24-$40 a pound? Really?<br />I can't imagine why anyone would be willing to pay that price for this item.,I really don't see the need for this.,3
Cookies are a little to hard for for me they taste okay but would not buy again sorry that's my review !,JUST OKAY,3
Good,Just okay,3
The texture and flavor of this product is wonderful. But would be even better with half the salt!,Too Salty!,3
Just love this beauty.. Thanx Flipkart,Good,3
"I don't feel like I represent the general masses, but the grape is definitely NOT the best flavor out there.  In fact, I'd say it's maybe 3rd best.  The taste was just mundane to me.  I like the fact that the other flavors have a little bit of sweet/tart flavor to them so I don't feel like I'm drinking sugar-free Kool-Aid or Crystal Lite.  I would suggest that first time drinkers go with the Pink Lemonade, Berry, or Orange Soda.",Grape Disappointment,3
"Product is very good, but  delivery is very poor.",Good,3
"This coffee tastes like jet fuel.  The price is great, but the coffee isn't great.  My husband likes it, it's good for a back-up, but I wouldn't want to drink it every day.",EWWW,3
Average,Decent product,3
"These bars are branded as ""Chocolate Almond"" but the first ingredient is dates. I'm not terribly fond of dates, so that was disappointing. I found the bar to be ""okay"" ~ I'd eat it if I were starving or needed food, but I wouldn't purchase this product.<br /><br />My son took one small bite and won't eat any more because they're not chocolatey enough. His mom also didn't feel they were chocolatey enough. The chocolate is more like an aftertaste than a primary flavor.<br /><br />I would have given these bars a 2, but because they truly are very healthy I couldn't in good conscious rate them any lower. Summary: Less dates, more chocolate.<br /><br />Don't believe the ""Chocolate Almond"" brand... think of them more like ""Healthy Date Almond With A Hint Of Chocolate.""",Healthy and Misleading Advertising,3
No bad okay,Does the job,3
Best quality product,Does the job,3
"Nice product good shoot,",Nice,3
Good,Does the job,3
Nice,Does the job,3
Not bad,Nan,3
Average,Nan,3
Good item but i have more space,Fair,3
Good,Nan,3
"I bought this coffee given it's cost and that it is a bold brew.  I openend the box and thought the whole batch of coffee was made incorrectly as the pods are very light and not full, not even close.  I emailed the company and a rep called me back and explained that the pods are light as this is a new brew process.  I decided to try them and they are actually pretty good.  My daughter really likes them to make iced coffee.  They are strong and richly flavored.  I prefer other bold pods to these, though.  Buy them if you like espresso, really strong coffee, or want to brew over ice.",Strange brew,3
