Text,Summary,Score
"I'll preface this review by saying that as artificially flavored soda products go (most of what you will find on your supermarket shelves fall under that descriptor) this one is not bad... at least in terms of taste.  It is cleaner and truer than most. (Note: my kids liked this flavor better than the peach, but said the peach flavor got a bit lost). But, except for the environmentally-friendly packaging and convenience, that is where the good ends.<br /><br />While the cute branding is what is put forward, this is a heavily marketed chemical stew (to quote the web site from which I retrieved the actual ingredients) from Kraft foods.  In case you are wondering what is in it, here is the list:<br /><br />Water, Citric Acid, Propylene Glycol, Malic Acid, Contains Less than 2% of Natural Flavor, Sucralose and Acesulfame Potassium (Sweeteners), Potassium Citrate, Red 40, Blue 1, Potassium Sorbate (Preservative).<br /><br />I personally go well out of my way to avoid artificial sweetener knowing that most are carcinogens which were given a fast pass because the FDA believes that America needs artificial sweeteners. (I learned this in graduate school from a woman who did independent, unbiased research, and if you knew half of what I know... you would avoid them too!)<br /><br />So we tried these without the understanding that it is an artificially sweetened, as well as artificially flavored beverage.  I am really hoping Amazon will provide full information on the ingredients in their packaged foods soon! (By which I mean simply reporting what is on the label as I have above).<br /><br />I will note as i did in my other review that htis concept is not novel.  My kids have been making ""Italian sodas"" for years using <a href=""http://www.amazon.com/gp/product/B000AXWA0A"">Torani Vanilla Syrup 750mL</a> syrpus for years.  I do something similar with a bit of juice (but am generally happy enough with fizzy water).  If you like a bit of flavor, I would recommend trying the Italian syrups: much better, much much healthier, or... just add a little juice ;)  (That adds instead of subtracting from the nutritional value).<br /><br />I would give this drink 4 stars for flavor, 5 for convenience, 4 as an overall ""green product"" from reduced packaging to minimal transportation costs... but a -5 for nutrition.  I am frankly not sure whether this mix of chemicals is better or worse than high fructose corn syrup (my family does not have weight problems) but, personally would rather side-step the entire issue of what is worse for them.  they don't drink Coke, or Pepsi, and I will be limiting this to a very occasional (is it right to call it a treat?)  Frankly I would rather hand them each a sugar cane (which I can get from the local farmers market).  That is a much healthier treat (and I do not have to question whether or not sugar cane qualifies as a treat.)<br /><br />I would recommend instead, trying one of the brands of Italian syrup which Amazon carries, and can personally vouch for many varieties or Torani.  If they ever go to packaging it in luch box squeeze bottles, this product is dead in the water. IMO, that is all it offers.",2% natural = 98% chemical,3
"I've bought canned food from Amazon.com several times and<br />each time we receive our order there were more than a few<br />dented cans in the shipment (maybe 20% of the cans were<br />dented to some extent).  I'm reticent to feed the food<br />from the dented cans, so end up throwing them away.  Any<br />savings I gained ordering from Amazon were lost in<br />the cans I had to dispose of.  Other than that, my dog<br />loves this food and does very well on it.  I may just<br />have to resort to sourcing it locally.",Seconds?,3
"I love a cup of Starbucks coffee, and I love a good flavored coffee.  When Starbucks announced Natural Fusions Ground Coffee, I really looked forward to purchasing and tasting it.  Caramel-flavored coffee is one of my personal favorites - as long as it is not sickenly artificial, e.g. Ghirardelli Chocolate Caramel flavored coffee.  Based on my experience with regular Starbucks ground coffees, I was sure Starbucks would be able to produce an excellent flavored coffee.<br /><br />Unfortunately, I feel Starbucks missed the mark.  The Caramel Flavored Natural Infusions Ground Coffee has almost no caramel odor and has even less caramel taste.  Since the coffee I purchased was just being put onto the grocer's shelf, I know it was fresh and had not lost scent or flavor due to aging.  In an attempt to be sure my dissatisfaction was not due to drinking my coffee black with sweetner only, I added cream to the cup.  This did nothing to enhance or elevate the intensity of the caramel flavor.  Because the coffee does have a mild caramel tone, it actually has a bit of a burnt taste.<br /><br />I am less than pleased with Starbucks Natural Fusions Caramel Flavored coffee and have rated it as an average brew.  If you are interested in trying this coffee, visit the manufacturer's and put the word ""fusions"" in the search box.  You will be able to print two coupons for $1.50 off a bag of this coffee so that you can decide for yourself whether Starbucks has produced a brew that meets its usual quality standards.","Caramel Flavor So Mild, It Barely Exists...",3
As of the date of this posting the ingredients listed on this page are incorrect. Please check the Gerber webpage for the correct ingredients.,Ingredients listed on this page are incorrect.,3
"I love the smell when I open one of these foil pouches - whatever one thinks of the coffee, they have packed a great smell in every bag.<br /><br />As for the coffee, I normally like dark roasts. I expected this to be a medium roast, good for variety, but it's really a very light roast. There are some nice berry notes in the bean, but the coffee flavor is just too weak.<br /><br />It also brews up too weak. I don't know if there is too little coffee in the bod, or if the pouch material isn't as effective as others - but something's not quite right here.<br /><br />So: 4 stars for fragrance and berry notes, 2 stars for the pouch material, 3 stars if you like mild roasts.","Great fragrance, disappointing when brewed",3
"Good, but the Green Mountain reserve Sumatra is better by 1- 1 and a half stars. Sort of tastes a little stale.",Good but not perfect,3
More expensive and poor finishing,Fair,3
"The taste of the decaf tea was excellent, but the tea leaves came through the K-cup, causing the tea to pour very slowly from the Keurig machine.  I had to strain my cup of tea into another cup to remove all the tea leaves.",Too many tea leaves,3
"These are fairly decent little cookies! A good crunch, a good flavor, not too much 'sugar-free' or 'protein' aftertaste. I dip them in peanut butter or crumble them up to use in baking or on yogurt. A solid low-carb snack.",Not too bad! I'm honestly surprised!,3
It's good but too small,Just okay,3
"Tastes great, although not priced very well.  Needs to be less than .50 cents a cup to be a value and that is including tax and shipping.",K cups,3
"The lowest calorie count that still has some flavor, although the flavor isn't much to write home about; we make it with fat-free milk which makes a good morning drink; frequently hard to find in grocery stores, thus ordering on-line is a necessity.",Fat Free Cocoa,3
Nice kbd,Nan,3
but not as good a weruva -- much more chunky and the cats do not seem to like as much.  All and all a solid back up for the back of the cupboard.,Pretty Good,3
